IonicLiuid,SS-exp,T (K),P (kPa),S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,Area (Å2),Mol-Wt (g/mol)
2-hydroxy-N-methylethanaminium formate,1811.9,299.9,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1811.4,300.15,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1810.9,300.4,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1810.4,300.65,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1809.9,300.9,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1809.5,301.15,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1809,301.4,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1808.5,301.65,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1808,301.9,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1807.5,302.15,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1807,302.4,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1806.5,302.65,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1806,302.9,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1805.6,303.15,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1805.1,303.4,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1804.6,303.65,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1804.1,303.9,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1803.6,304.15,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1803.2,304.4,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1802.7,304.65,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1802.2,304.91,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1801.7,305.15,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1801.2,305.4,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1800.7,305.65,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1800.2,305.9,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1799.7,306.15,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1799.3,306.4,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1798.8,306.65,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1798.3,306.9,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1797.8,307.15,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1797.3,307.4,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1796.8,307.65,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1796.3,307.9,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1795.8,308.15,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1795.4,308.4,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1794.9,308.65,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1794.4,308.9,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1793.9,309.15,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1793.4,309.4,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1792.9,309.65,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1792.5,309.9,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1792,310.15,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1791.5,310.4,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1791,310.65,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1790.5,310.91,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1790,311.16,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1789.5,311.4,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1789,311.65,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1788.5,311.91,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1788,312.16,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1787.6,312.41,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1787.1,312.66,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1786.6,312.91,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1786.1,313.16,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1785.6,313.4,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1785.1,313.66,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1784.6,313.9,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1784.1,314.15,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1783.6,314.4,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1783.1,314.65,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1782.7,314.9,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1782.2,315.15,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1781.7,315.41,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1781.2,315.65,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1780.7,315.91,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1780.2,316.16,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1779.7,316.41,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1779.2,316.66,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1778.8,316.91,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1778.3,317.16,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1777.8,317.4,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1777.3,317.66,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1776.8,317.91,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1776.3,318.16,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1775.8,318.41,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1775.3,318.65,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1774.8,318.9,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1774.4,319.16,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1773.9,319.41,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1773.4,319.65,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1772.9,319.91,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1772.4,320.16,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1772,320.41,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1771.5,320.65,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1771,320.91,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1770.5,321.15,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1770,321.41,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1769.6,321.66,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1769.1,321.9,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1768.6,322.15,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1768.1,322.41,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1767.6,322.65,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1767.2,322.91,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1766.7,323.16,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1766.2,323.41,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1765.7,323.65,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1765.2,323.91,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1764.8,324.16,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1764.3,324.41,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1763.8,324.65,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1763.3,324.9,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1762.8,325.16,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1762.3,325.4,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1761.9,325.66,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1761.4,325.9,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1760.9,326.16,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1760.4,326.41,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1759.9,326.66,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1759.4,326.9,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1759,327.16,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1758.5,327.4,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1758,327.66,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1757.5,327.9,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1757,328.15,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1756.5,328.41,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1756,328.66,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1755.6,328.9,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1755.1,329.16,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1754.6,329.4,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1754.1,329.65,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1753.6,329.9,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1753.2,330.16,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1752.7,330.41,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1752.2,330.66,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1751.8,330.91,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1751.3,331.16,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1750.8,331.41,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1750.3,331.66,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1749.9,331.91,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1749.4,332.16,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1748.9,332.41,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1748.5,332.66,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1748,332.91,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1747.5,333.16,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1747.1,333.41,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1746.6,333.66,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1746.2,333.91,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1745.7,334.16,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1745.2,334.41,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1744.8,334.66,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1744.3,334.91,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1743.8,335.16,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1743.4,335.41,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1742.9,335.66,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1742.5,335.91,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1742,336.16,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1741.6,336.41,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1741.1,336.66,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1740.7,336.9,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1740.2,337.16,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1739.8,337.4,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1739.4,337.66,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
2-hydroxy-N-methylethanaminium formate,1738.9,337.9,101.33,2.14,1.89,5.53,1.61,0.32,0.99,0,0.38,1.08,0.68,0.51,2.36,1.97,194.49,121.14
