IonicLiuid,SS-exp,T (K),P (kPa),S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,Area (Å2),Mol-Wt (g/mol)
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1941,283.15,70000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1962,283.15,80000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1982,283.15,90000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1992,283.15,95000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1749,293.15,100,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1762,293.15,5000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1775,293.15,10000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1801,293.15,20000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1826,293.15,30000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1850,293.15,40000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1873,293.15,50000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1895,293.15,60000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1917,293.15,70000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1938,293.15,80000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1959,293.15,90000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1969,293.15,95000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1725,303.15,100,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1738,303.15,5000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1752,303.15,10000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1778,303.15,20000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1804,303.15,30000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1828,303.15,40000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1852,303.15,50000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1875,303.15,60000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1897,303.15,70000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1919,303.15,80000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1940,303.15,90000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1950,303.15,95000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1700,313.15,100,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1714,313.15,5000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1728,313.15,10000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1754,313.15,20000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1781,313.15,30000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1806,313.15,40000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1830,313.15,50000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1853,313.15,60000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1876,313.15,70000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1898,313.15,80000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1919,313.15,90000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1930,313.15,95000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1676,323.15,100,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1690,323.15,5000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1704,323.15,10000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1732,323.15,20000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1758,323.15,30000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1784,323.15,40000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1808,323.15,50000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1832,323.15,60000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1855,323.15,70000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1877,323.15,80000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1899,323.15,90000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1910,323.15,95000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1653,333.15,100,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1667,333.15,5000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1681,333.15,10000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1709,333.15,20000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1736,333.15,30000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1762,333.15,40000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1787,333.15,50000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1811,333.15,60000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1834,333.15,70000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1857,333.15,80000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1879,333.15,90000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1890,333.15,95000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1632,343.15,100,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1646,343.15,5000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1661,343.15,10000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1690,343.15,20000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1716,343.15,30000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1743,343.15,40000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1769,343.15,50000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1793,343.15,60000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1817,343.15,70000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1840,343.15,80000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1863,343.15,90000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
1-butyl-3-methylimidazolium dicyanamide [BMIM][DCN],1873,343.15,95000,0.15,2.5,6.69,8.21,2.65,0,0,0.47,2.61,1.56,2.99,2.54,0,303.9,205.26
[BMIM][TF2N],1287,292.99,15200,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1332.4,292.99,30390,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1374.4,292.99,45590,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1413.8,292.99,60790,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1450.7,292.99,75990,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1485.7,292.99,91180,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1508.1,292.99,101320,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1275.8,298.16,15200,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1321.5,298.16,30390,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1364.1,298.16,45590,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1403.7,298.16,60790,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1441.1,298.16,75990,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1476.3,298.17,91180,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1498.5,298.17,101320,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1265.3,303.13,15200,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1311.6,303.14,30390,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1354.2,303.14,45590,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1394.4,303.14,60790,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1431.9,303.14,75990,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1467.3,303.14,91180,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1490.1,303.15,101320,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1255,308.12,15200,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1385,308.12,60790,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1458.7,308.12,91180,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1301.6,308.13,30390,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1344.7,308.13,45590,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1422.9,308.14,75990,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1481.5,308.14,101320,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1335.4,313.08,45590,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1376.1,313.08,60790,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1414.2,313.08,75990,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1450.2,313.08,91180,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1245,313.09,15200,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1291.9,313.09,30390,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1473.2,313.09,101320,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1235.2,318.08,15200,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1282.6,318.1,30390,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1326.5,318.1,45590,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1367.3,318.1,60790,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1405.7,318.11,75990,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1441.9,318.11,91180,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1464.9,318.11,101320,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1224.9,323.25,15200,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1272.9,323.27,30390,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1358.4,323.27,60800,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1396.9,323.27,75990,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1456.7,323.27,101320,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1317.1,323.28,45590,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1433.5,323.28,91180,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1264.5,283.15,100,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1280.8,283.15,5090,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1296.8,283.15,9980,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1327.9,283.15,20020,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1357.3,283.15,29950,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1398.7,283.15,44830,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1437.5,283.15,59710,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1486.8,283.15,79700,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1531.3,283.15,98920,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1586.6,283.15,124410,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1640.5,283.15,151000,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1238.1,293.15,100,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1254.6,293.15,5000,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1271.2,293.15,10020,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1302.5,293.15,20010,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1411.8,293.15,59650,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1505.9,293.15,99720,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1611.9,293.15,151200,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1217.5,303.15,100,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1234,303.15,5030,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1250.7,303.15,10000,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1282.8,303.15,20030,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1393.5,303.15,59720,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1485.9,303.15,98960,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1592.9,303.15,150840,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1194.5,313.15,100,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1211.5,313.15,5010,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1228.7,313.15,10010,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1261.1,313.15,19960,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1373.5,313.15,59730,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1466.4,313.15,98970,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1573.2,313.15,150890,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1172.6,323.15,100,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1190.2,323.15,5050,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1207.8,323.15,10030,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
[BMIM][TF2N],1241,323.15,19940,0.15,2.5,6.69,8.21,2.65,0,0.22,2.39,9.53,2.92,5.23,0.03,0,405.32,419.37
