IonicLiuid,ST-exp,T (K),S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,Area (Å2),Mol-Wt (g/mol)
[MMIM][DCN],61.6,298.15,0.13555,2.7005,7.25125,3.73525,0.57615,0,0,0.47225,2.61255,1.5596,2.9944,2.5444,0.0031,245.849,163.1806
[MMIM][Glu] glutamate,76.2,298.15,0.13555,2.7005,7.25125,3.73525,0.57615,0,3.5405,2.91035,1.73775,1.0404,1.28945,4.3558,1.80415,310.7679,243.2608
[MMIM][MeSO4],60.9,288.15,0.13555,2.7005,7.25125,3.73525,0.57615,0,0.9294,2.0002,0.9552,0.8705,4.05405,3.00005,0,262.0771,208.2367
[MMIM][MeSO4],59.8,298.15,0.13555,2.7005,7.25125,3.73525,0.57615,0,0.9294,2.0002,0.9552,0.8705,4.05405,3.00005,0,262.0771,208.2367
[MMIM][MeSO4],59.1,308.15,0.13555,2.7005,7.25125,3.73525,0.57615,0,0.9294,2.0002,0.9552,0.8705,4.05405,3.00005,0,262.0771,208.2367
[MMIM][MeSO4],58.9,313.15,0.13555,2.7005,7.25125,3.73525,0.57615,0,0.9294,2.0002,0.9552,0.8705,4.05405,3.00005,0,262.0771,208.2367
[MMIM][DMP],47.42,293.15,0.13555,2.7005,7.25125,3.73525,0.57615,0,1.11045,4.0732,1.94495,0.83575,1.22985,3.32805,1.53345,284.5421,222.1796
[MMIM][DMP],47.09,298.15,0.13555,2.7005,7.25125,3.73525,0.57615,0,1.11045,4.0732,1.94495,0.83575,1.22985,3.32805,1.53345,284.5421,222.1796
[MMIM][DMP],46.28,308.15,0.13555,2.7005,7.25125,3.73525,0.57615,0,1.11045,4.0732,1.94495,0.83575,1.22985,3.32805,1.53345,284.5421,222.1796
[MMIM][DMP],44.44,318.15,0.13555,2.7005,7.25125,3.73525,0.57615,0,1.11045,4.0732,1.94495,0.83575,1.22985,3.32805,1.53345,284.5421,222.1796
[MMIM][DMP],42.58,328.15,0.13555,2.7005,7.25125,3.73525,0.57615,0,1.11045,4.0732,1.94495,0.83575,1.22985,3.32805,1.53345,284.5421,222.1796
[MMIM][DMP],41.33,338.15,0.13555,2.7005,7.25125,3.73525,0.57615,0,1.11045,4.0732,1.94495,0.83575,1.22985,3.32805,1.53345,284.5421,222.1796
[Emim][BF4],52.05,298.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0,0,0.03085,1.77865,7.2472,0,0,252.6849,197.9708
[Emim][BF4],51.65,308.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0,0,0.03085,1.77865,7.2472,0,0,252.6849,197.9708
[Emim][BF4],51.25,318.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0,0,0.03085,1.77865,7.2472,0,0,252.6849,197.9708
[Emim][BF4],50.85,328.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0,0,0.03085,1.77865,7.2472,0,0,252.6849,197.9708
[Emim][BF4],50.45,338.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0,0,0.03085,1.77865,7.2472,0,0,252.6849,197.9708
[Emim][Tf2N],36.78,283.16,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.2248,2.39025,9.532,2.92055,5.2297,0.031,0,365.4042,391.3129
[Emim][Tf2N],36.13,297.89,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.2248,2.39025,9.532,2.92055,5.2297,0.031,0,365.4042,391.3129
[Emim][Tf2N],35.61,308.82,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.2248,2.39025,9.532,2.92055,5.2297,0.031,0,365.4042,391.3129
[Emim][Tf2N],35.14,317.77,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.2248,2.39025,9.532,2.92055,5.2297,0.031,0,365.4042,391.3129
[Emim][Tf2N],34.66,327.91,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.2248,2.39025,9.532,2.92055,5.2297,0.031,0,365.4042,391.3129
[Emim][Tf2N],34.06,337.84,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.2248,2.39025,9.532,2.92055,5.2297,0.031,0,365.4042,391.3129
[Emim][Tf2N],33.66,346.93,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.2248,2.39025,9.532,2.92055,5.2297,0.031,0,365.4042,391.3129
[Emim][Tf2N],33.42,351.54,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.2248,2.39025,9.532,2.92055,5.2297,0.031,0,365.4042,391.3129
[Emim][CF3SO3] trifluromethanesulfonate,41.3,298.2,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.05765,0.4342,5.4916,0.9325,4.5996,1.27555,0,290.0319,260.2353
[Emim][CF3SO3] trifluromethanesulfonate,41,308.1,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.05765,0.4342,5.4916,0.9325,4.5996,1.27555,0,290.0319,260.2353
[Emim][CF3SO3] trifluromethanesulfonate,40.5,318.1,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.05765,0.4342,5.4916,0.9325,4.5996,1.27555,0,290.0319,260.2353
[Emim][CF3SO3] trifluromethanesulfonate,39.9,328.4,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.05765,0.4342,5.4916,0.9325,4.5996,1.27555,0,290.0319,260.2353
[Emim][CF3SO3] trifluromethanesulfonate,39.5,338.3,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.05765,0.4342,5.4916,0.9325,4.5996,1.27555,0,290.0319,260.2353
[Emim][CF3SO3] trifluromethanesulfonate,39.3,344.9,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.05765,0.4342,5.4916,0.9325,4.5996,1.27555,0,290.0319,260.2353
[Emim][EtSO4],50.42,278.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.71155,3.348,1.8579,0.8384,3.86635,3.2115,0,300.4553,236.29
[Emim][EtSO4],49.48,288.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.71155,3.348,1.8579,0.8384,3.86635,3.2115,0,300.4553,236.29
[Emim][EtSO4],48.79,298.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.71155,3.348,1.8579,0.8384,3.86635,3.2115,0,300.4553,236.29
[Emim][EtSO4],47.95,308.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.71155,3.348,1.8579,0.8384,3.86635,3.2115,0,300.4553,236.29
[Emim][EtSO4],47.44,318.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.71155,3.348,1.8579,0.8384,3.86635,3.2115,0,300.4553,236.29
[Emim][EtSO4],47.01,328.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.71155,3.348,1.8579,0.8384,3.86635,3.2115,0,300.4553,236.29
[Emim][MeSO3],52.81,273.31,0.1385,2.54575,7.2049,5.1969,1.12575,0,1.45605,1.57015,0.70785,0.44865,1.47125,5.03525,0.0957,269.9676,206.2639
[Emim][MeSO3],51.56,283.18,0.1385,2.54575,7.2049,5.1969,1.12575,0,1.45605,1.57015,0.70785,0.44865,1.47125,5.03525,0.0957,269.9676,206.2639
[Emim][MeSO3],50.72,293.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,1.45605,1.57015,0.70785,0.44865,1.47125,5.03525,0.0957,269.9676,206.2639
[Emim][MeSO3],49.54,303.54,0.1385,2.54575,7.2049,5.1969,1.12575,0,1.45605,1.57015,0.70785,0.44865,1.47125,5.03525,0.0957,269.9676,206.2639
[Emim][MeSO3],48.26,313.72,0.1385,2.54575,7.2049,5.1969,1.12575,0,1.45605,1.57015,0.70785,0.44865,1.47125,5.03525,0.0957,269.9676,206.2639
[Emim][MeSO3],47.41,323.17,0.1385,2.54575,7.2049,5.1969,1.12575,0,1.45605,1.57015,0.70785,0.44865,1.47125,5.03525,0.0957,269.9676,206.2639
[Emim][MeSO3],46.35,333.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,1.45605,1.57015,0.70785,0.44865,1.47125,5.03525,0.0957,269.9676,206.2639
[Emim]methylphosphonate,47.52,273.33,0.1385,2.54575,7.2049,5.1969,1.12575,0,1.46155,1.7679,1.4982,0.645,0.9821,1.99565,2.8905,274.5293,206.1801
[Emim]methylphosphonate,46.45,283.13,0.1385,2.54575,7.2049,5.1969,1.12575,0,1.46155,1.7679,1.4982,0.645,0.9821,1.99565,2.8905,274.5293,206.1801
[Emim]methylphosphonate,45.49,293.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,1.46155,1.7679,1.4982,0.645,0.9821,1.99565,2.8905,274.5293,206.1801
[Emim]methylphosphonate,44.22,303.52,0.1385,2.54575,7.2049,5.1969,1.12575,0,1.46155,1.7679,1.4982,0.645,0.9821,1.99565,2.8905,274.5293,206.1801
[Emim]methylphosphonate,43.26,313.46,0.1385,2.54575,7.2049,5.1969,1.12575,0,1.46155,1.7679,1.4982,0.645,0.9821,1.99565,2.8905,274.5293,206.1801
[Emim]methylphosphonate,42.41,323.3,0.1385,2.54575,7.2049,5.1969,1.12575,0,1.46155,1.7679,1.4982,0.645,0.9821,1.99565,2.8905,274.5293,206.1801
[Emim]methylphosphonate,41.56,333.51,0.1385,2.54575,7.2049,5.1969,1.12575,0,1.46155,1.7679,1.4982,0.645,0.9821,1.99565,2.8905,274.5293,206.1801
[Emim]octylsulfate,32.53,273.35,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.32425,10.5791,6.86535,0.9337,3.96015,3.13075,0,420.0524,320.4501
[Emim]octylsulfate,31.57,283.54,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.32425,10.5791,6.86535,0.9337,3.96015,3.13075,0,420.0524,320.4501
[Emim]octylsulfate,30.82,293.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.32425,10.5791,6.86535,0.9337,3.96015,3.13075,0,420.0524,320.4501
[Emim]octylsulfate,29.95,303.24,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.32425,10.5791,6.86535,0.9337,3.96015,3.13075,0,420.0524,320.4501
[Emim]octylsulfate,29.23,313.13,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.32425,10.5791,6.86535,0.9337,3.96015,3.13075,0,420.0524,320.4501
[Emim]octylsulfate,28.7,323.3,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.32425,10.5791,6.86535,0.9337,3.96015,3.13075,0,420.0524,320.4501
[Emim]octylsulfate,28.06,333.11,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.32425,10.5791,6.86535,0.9337,3.96015,3.13075,0,420.0524,320.4501
[EMIM][DEP],36.1,293.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.73565,6.68155,3.82065,0.88485,1.1012,3.22205,1.69885,343.5661,264.2596
[EMIM][DEP],35.88,298.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.73565,6.68155,3.82065,0.88485,1.1012,3.22205,1.69885,343.5661,264.2596
[EMIM][DEP],35.3,308.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.73565,6.68155,3.82065,0.88485,1.1012,3.22205,1.69885,343.5661,264.2596
[EMIM][DEP],34.61,318.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.73565,6.68155,3.82065,0.88485,1.1012,3.22205,1.69885,343.5661,264.2596
[EMIM][DEP],34.21,328.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.73565,6.68155,3.82065,0.88485,1.1012,3.22205,1.69885,343.5661,264.2596
[EMIM][DEP],33.75,338.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.73565,6.68155,3.82065,0.88485,1.1012,3.22205,1.69885,343.5661,264.2596
[Emim][DMP]dimethylphosphate,45.3,308.2,0.1385,2.54575,7.2049,5.1969,1.12575,0,1.11045,4.0732,1.94495,0.83575,1.22985,3.32805,1.53345,302.6755,236.2062
[Emim][DMP]dimethylphosphate,44.7,318,0.1385,2.54575,7.2049,5.1969,1.12575,0,1.11045,4.0732,1.94495,0.83575,1.22985,3.32805,1.53345,302.6755,236.2062
[Emim][DMP]dimethylphosphate,44.4,328.7,0.1385,2.54575,7.2049,5.1969,1.12575,0,1.11045,4.0732,1.94495,0.83575,1.22985,3.32805,1.53345,302.6755,236.2062
[Emim][DMP]dimethylphosphate,43.8,338.6,0.1385,2.54575,7.2049,5.1969,1.12575,0,1.11045,4.0732,1.94495,0.83575,1.22985,3.32805,1.53345,302.6755,236.2062
[Emim][DMP]dimethylphosphate,43.3,343.5,0.1385,2.54575,7.2049,5.1969,1.12575,0,1.11045,4.0732,1.94495,0.83575,1.22985,3.32805,1.53345,302.6755,236.2062
[Emim]Tosylate,45.2,308.1,0.1385,2.54575,7.2049,5.1969,1.12575,0,2.24805,3.7695,4.5202,1.92865,1.6322,4.58475,0.00945,349.0461,282.3604
[Emim]Tosylate,44.2,318,0.1385,2.54575,7.2049,5.1969,1.12575,0,2.24805,3.7695,4.5202,1.92865,1.6322,4.58475,0.00945,349.0461,282.3604
[Emim]Tosylate,43.6,328.5,0.1385,2.54575,7.2049,5.1969,1.12575,0,2.24805,3.7695,4.5202,1.92865,1.6322,4.58475,0.00945,349.0461,282.3604
[Emim]Tosylate,43,338.3,0.1385,2.54575,7.2049,5.1969,1.12575,0,2.24805,3.7695,4.5202,1.92865,1.6322,4.58475,0.00945,349.0461,282.3604
[Emim]Tosylate,42.7,343.2,0.1385,2.54575,7.2049,5.1969,1.12575,0,2.24805,3.7695,4.5202,1.92865,1.6322,4.58475,0.00945,349.0461,282.3604
[Emim][Ala],53.1,293.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,1.04325,2.64335,2.54645,0.64815,0.68435,2.21895,2.4227,284.1902,199.2511
[Emim][Ala],52.7,298.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,1.04325,2.64335,2.54645,0.64815,0.68435,2.21895,2.4227,284.1902,199.2511
[Emim][Ala],51.8,308.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,1.04325,2.64335,2.54645,0.64815,0.68435,2.21895,2.4227,284.1902,199.2511
[Emim][Ala],51.1,318.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,1.04325,2.64335,2.54645,0.64815,0.68435,2.21895,2.4227,284.1902,199.2511
[Emim][Ala],50.3,328.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,1.04325,2.64335,2.54645,0.64815,0.68435,2.21895,2.4227,284.1902,199.2511
[Emim][Ala],49.9,338.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,1.04325,2.64335,2.54645,0.64815,0.68435,2.21895,2.4227,284.1902,199.2511
[Emim][Ala],49.6,343.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,1.04325,2.64335,2.54645,0.64815,0.68435,2.21895,2.4227,284.1902,199.2511
[Emim][Thr] threonine,55.5,288.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,1.37345,3.2725,2.6819,0.94805,1.49425,3.14315,1.409,305.3424,229.2772
[Emim][Thr] threonine,55.2,293.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,1.37345,3.2725,2.6819,0.94805,1.49425,3.14315,1.409,305.3424,229.2772
[Emim][Thr] threonine,54.8,298.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,1.37345,3.2725,2.6819,0.94805,1.49425,3.14315,1.409,305.3424,229.2772
[Emim][Thr] threonine,54.5,303.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,1.37345,3.2725,2.6819,0.94805,1.49425,3.14315,1.409,305.3424,229.2772
[Emim][Thr] threonine,54.2,308.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,1.37345,3.2725,2.6819,0.94805,1.49425,3.14315,1.409,305.3424,229.2772
[Emim][Thr] threonine,53.7,313.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,1.37345,3.2725,2.6819,0.94805,1.49425,3.14315,1.409,305.3424,229.2772
[Emim][Thr] threonine,53.4,318.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,1.37345,3.2725,2.6819,0.94805,1.49425,3.14315,1.409,305.3424,229.2772
[Emim][Thr] threonine,53.1,323.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,1.37345,3.2725,2.6819,0.94805,1.49425,3.14315,1.409,305.3424,229.2772
[Emim][Thr] threonine,52.7,328.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,1.37345,3.2725,2.6819,0.94805,1.49425,3.14315,1.409,305.3424,229.2772
[Emim][Val] valinate,39.1,298.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.8425,4.3809,4.12875,0.7412,0.61435,2.4293,2.153,315.0235,227.3045
[Emim][Val] valinate,38.8,303.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.8425,4.3809,4.12875,0.7412,0.61435,2.4293,2.153,315.0235,227.3045
[Emim][Val] valinate,38.5,308.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.8425,4.3809,4.12875,0.7412,0.61435,2.4293,2.153,315.0235,227.3045
[Emim][Val] valinate,38.1,313.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.8425,4.3809,4.12875,0.7412,0.61435,2.4293,2.153,315.0235,227.3045
[Emim][Val] valinate,37.8,318.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.8425,4.3809,4.12875,0.7412,0.61435,2.4293,2.153,315.0235,227.3045
[Emim][Val] valinate,37.2,328.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.8425,4.3809,4.12875,0.7412,0.61435,2.4293,2.153,315.0235,227.3045
[Emim][Val] valinate,36.8,333.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.8425,4.3809,4.12875,0.7412,0.61435,2.4293,2.153,315.0235,227.3045
[Emim][Val] valinate,36.5,338.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.8425,4.3809,4.12875,0.7412,0.61435,2.4293,2.153,315.0235,227.3045
[Emim][Gly],49.2,298.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,1.21655,1.8092,1.289,0.64975,0.6693,2.3146,2.4902,266.5051,185.2244
[Emim][Glu],67.6,298.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,3.5405,2.91035,1.73775,1.0404,1.28945,4.3558,1.80415,328.9013,257.2874
[Emim][Ace],38.1,298.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.12905,1.6157,2.0247,0.5539,0.3581,1.81305,2.5383,252.4475,170.2098
[Emim][Ace],37.8,303.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.12905,1.6157,2.0247,0.5539,0.3581,1.81305,2.5383,252.4475,170.2098
[Emim][Ace],37.5,308.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.12905,1.6157,2.0247,0.5539,0.3581,1.81305,2.5383,252.4475,170.2098
[Emim][Ace],37.1,313.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.12905,1.6157,2.0247,0.5539,0.3581,1.81305,2.5383,252.4475,170.2098
[Emim][Ace],36.6,318.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.12905,1.6157,2.0247,0.5539,0.3581,1.81305,2.5383,252.4475,170.2098
[Emim][Ace],36.3,323.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.12905,1.6157,2.0247,0.5539,0.3581,1.81305,2.5383,252.4475,170.2098
[Emim][Ace],35.9,328.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.12905,1.6157,2.0247,0.5539,0.3581,1.81305,2.5383,252.4475,170.2098
[Emim][Ace],35.5,333.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.12905,1.6157,2.0247,0.5539,0.3581,1.81305,2.5383,252.4475,170.2098
[Emim][Ace],35.2,338.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.12905,1.6157,2.0247,0.5539,0.3581,1.81305,2.5383,252.4475,170.2098
[Emim][Prop],39.6,298.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.0374,2.562,3.00115,0.67075,0.41585,1.6541,2.54005,270.9438,184.2364
[Emim][Lac],53.37,283.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.37045,2.5244,2.3655,0.9386,1.02585,3.2148,1.2202,278.7168,200.2359
[Emim][Lac],52.9,293.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.37045,2.5244,2.3655,0.9386,1.02585,3.2148,1.2202,278.7168,200.2359
[Emim][Lac],52.38,298.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.37045,2.5244,2.3655,0.9386,1.02585,3.2148,1.2202,278.7168,200.2359
[Emim][Lac],51.49,303.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.37045,2.5244,2.3655,0.9386,1.02585,3.2148,1.2202,278.7168,200.2359
[Emim][Lac],51.05,308.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.37045,2.5244,2.3655,0.9386,1.02585,3.2148,1.2202,278.7168,200.2359
[Emim][Lac],50.6,313.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.37045,2.5244,2.3655,0.9386,1.02585,3.2148,1.2202,278.7168,200.2359
[Emim][Lac],49.98,318.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.37045,2.5244,2.3655,0.9386,1.02585,3.2148,1.2202,278.7168,200.2359
[Emim][Lac],49.72,323.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.37045,2.5244,2.3655,0.9386,1.02585,3.2148,1.2202,278.7168,200.2359
[Emim][Lac],48.97,328.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.37045,2.5244,2.3655,0.9386,1.02585,3.2148,1.2202,278.7168,200.2359
[Emim][Lac],48.63,333.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.37045,2.5244,2.3655,0.9386,1.02585,3.2148,1.2202,278.7168,200.2359
[Emim]Phenolate,45.3,293.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.3893,2.74145,1.9489,3.07245,2.52305,0.27175,1.989,291.4782,204.2693
[Emim]Phenolate,44.6,303.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.3893,2.74145,1.9489,3.07245,2.52305,0.27175,1.989,291.4782,204.2693
[Emim]Phenolate,43.8,313.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.3893,2.74145,1.9489,3.07245,2.52305,0.27175,1.989,291.4782,204.2693
[Emim]Phenolate,43.1,323.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.3893,2.74145,1.9489,3.07245,2.52305,0.27175,1.989,291.4782,204.2693
[Emim]Phenolate,42.4,333.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.3893,2.74145,1.9489,3.07245,2.52305,0.27175,1.989,291.4782,204.2693
[Emim]Phenolate,41.7,343.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.3893,2.74145,1.9489,3.07245,2.52305,0.27175,1.989,291.4782,204.2693
[Emim]Phenolate,40.3,353.15,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.3893,2.74145,1.9489,3.07245,2.52305,0.27175,1.989,291.4782,204.2693
[Emim]Br,62,343.14,0.1385,2.54575,7.2049,5.1969,1.12575,0,0,0,0,0,0,5.8629,0,220.7481,191.0696
[Emim]Br,61.9,348.29,0.1385,2.54575,7.2049,5.1969,1.12575,0,0,0,0,0,0,5.8629,0,220.7481,191.0696
[Emim]Br,61.3,352.84,0.1385,2.54575,7.2049,5.1969,1.12575,0,0,0,0,0,0,5.8629,0,220.7481,191.0696
[Emim]Br,61.2,358.28,0.1385,2.54575,7.2049,5.1969,1.12575,0,0,0,0,0,0,5.8629,0,220.7481,191.0696
[Emim]Br,60.5,364.1,0.1385,2.54575,7.2049,5.1969,1.12575,0,0,0,0,0,0,5.8629,0,220.7481,191.0696
[Emim][SCN],53.3,298.2,0.1385,2.54575,7.2049,5.1969,1.12575,0,0,0.0033,0.40705,2.5396,4.0411,1.6392,0.03735,248.7964,169.2485
[Emim][SCN],52.3,308.2,0.1385,2.54575,7.2049,5.1969,1.12575,0,0,0.0033,0.40705,2.5396,4.0411,1.6392,0.03735,248.7964,169.2485
[Emim][SCN],51.8,318.2,0.1385,2.54575,7.2049,5.1969,1.12575,0,0,0.0033,0.40705,2.5396,4.0411,1.6392,0.03735,248.7964,169.2485
[Emim][SCN],50.5,328.2,0.1385,2.54575,7.2049,5.1969,1.12575,0,0,0.0033,0.40705,2.5396,4.0411,1.6392,0.03735,248.7964,169.2485
[Emim][SCN],49.8,338.3,0.1385,2.54575,7.2049,5.1969,1.12575,0,0,0.0033,0.40705,2.5396,4.0411,1.6392,0.03735,248.7964,169.2485
[Emim][SCN],49.4,343.2,0.1385,2.54575,7.2049,5.1969,1.12575,0,0,0.0033,0.40705,2.5396,4.0411,1.6392,0.03735,248.7964,169.2485
[Emim][DCN],57.5,298.3,0.1385,2.54575,7.2049,5.1969,1.12575,0,0,0.47225,2.61255,1.5596,2.9944,2.5444,0.0031,263.9824,177.2072
[Emim][DCN],56.6,308.2,0.1385,2.54575,7.2049,5.1969,1.12575,0,0,0.47225,2.61255,1.5596,2.9944,2.5444,0.0031,263.9824,177.2072
[Emim][DCN],56.4,318.3,0.1385,2.54575,7.2049,5.1969,1.12575,0,0,0.47225,2.61255,1.5596,2.9944,2.5444,0.0031,263.9824,177.2072
[Emim][DCN],56,328.2,0.1385,2.54575,7.2049,5.1969,1.12575,0,0,0.47225,2.61255,1.5596,2.9944,2.5444,0.0031,263.9824,177.2072
[Emim][DCN],55,338.5,0.1385,2.54575,7.2049,5.1969,1.12575,0,0,0.47225,2.61255,1.5596,2.9944,2.5444,0.0031,263.9824,177.2072
[Emim][DCN],54.9,343.4,0.1385,2.54575,7.2049,5.1969,1.12575,0,0,0.47225,2.61255,1.5596,2.9944,2.5444,0.0031,263.9824,177.2072
[Emim][TCN] Tricyanomathanide,51.1,283.18,0.1385,2.54575,7.2049,5.1969,1.12575,0,0,1.1812,3.83465,2.66535,4.5419,0.9158,0,293.5051,201.2288
[Emim][TCN] Tricyanomathanide,50.4,293.25,0.1385,2.54575,7.2049,5.1969,1.12575,0,0,1.1812,3.83465,2.66535,4.5419,0.9158,0,293.5051,201.2288
[Emim][TCN] Tricyanomathanide,49.39,303.24,0.1385,2.54575,7.2049,5.1969,1.12575,0,0,1.1812,3.83465,2.66535,4.5419,0.9158,0,293.5051,201.2288
[Emim][TCN] Tricyanomathanide,48.62,313.1,0.1385,2.54575,7.2049,5.1969,1.12575,0,0,1.1812,3.83465,2.66535,4.5419,0.9158,0,293.5051,201.2288
[Emim][TCN] Tricyanomathanide,47.83,323.08,0.1385,2.54575,7.2049,5.1969,1.12575,0,0,1.1812,3.83465,2.66535,4.5419,0.9158,0,293.5051,201.2288
[Emim][TCN] Tricyanomathanide,47.19,333.17,0.1385,2.54575,7.2049,5.1969,1.12575,0,0,1.1812,3.83465,2.66535,4.5419,0.9158,0,293.5051,201.2288
[Emim][TCN] Tricyanomathanide,46.55,343.09,0.1385,2.54575,7.2049,5.1969,1.12575,0,0,1.1812,3.83465,2.66535,4.5419,0.9158,0,293.5051,201.2288
[Emim][TCN] Tricyanomathanide,44.68,353.36,0.1385,2.54575,7.2049,5.1969,1.12575,0,0,1.1812,3.83465,2.66535,4.5419,0.9158,0,293.5051,201.2288
[Emim]tetracyanoborate,49.7,283.1,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.18185,2.1246,3.91765,5.6271,4.043,0.1932,0,322.9922,226.0472
[Emim]tetracyanoborate,48.7,293.26,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.18185,2.1246,3.91765,5.6271,4.043,0.1932,0,322.9922,226.0472
[Emim]tetracyanoborate,47.6,303.35,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.18185,2.1246,3.91765,5.6271,4.043,0.1932,0,322.9922,226.0472
[Emim]tetracyanoborate,46.4,313.29,0.1385,2.54575,7.2049,5.1969,1.12575,0,0.18185,2.1246,3.91765,5.6271,4.043,0.1932,0,322.9922,226.0472
